ID,ID COLLEZIONISTA,Nazione,Città,Collezionista,Luogo,# inv.,da,a,Modalità di Acquisizione,Nazione 2,Città 2,Venditore,Nome,Note,Archivio,Segnatura,Documento
DE 029,76.0,Germania,Potsdam,Friedrich Wilhelm Ternite,Missing Value,Missing Value,post 1825,1826-1827,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,Donata alla raccolta statale berlinese nel 1826-1827 e quindi confluita negli Staatliche Museen zu Berlin - Antikensammlung nel 1830,Missing Value,Missing Value,Missing Value
DE 030,77.0,Germania,Potsdam,Friedrich Wilhelm Ternite,Missing Value,Missing Value,post 1825,1826-1827,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,Donata alla raccolta statale berlinese nel 1826-1827 e quindi confluito negli Staatliche Museen zu Berlin - Antikensammlung nel 1830,Missing Value,Missing Value,Missing Value
DE 031,78.0,Germania,Potsdam,Friedrich Wilhelm Ternite,Missing Value,Missing Value,post 1825,1826-1827,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,Donato alla raccolta statale berlinese nel 1826-1827 e quindi confluito negli Staatliche Museen zu Berlin - Antikensammlung nel 1830,Missing Value,Missing Value,Missing Value
DE 032,79.0,Germania,Potsdam,Friedrich Wilhelm Ternite,Missing Value,Missing Value,post 1825,1826-1827,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,Donato alla raccolta statale berlinese nel 1826-1827 e quindi confluito negli Staatliche Museen zu Berlin - Antikensammlung nel 1830,Missing Value,Missing Value,Missing Value
DE 033,80.0,Germania,Potsdam,Friedrich Wilhelm Ternite,Missing Value,Missing Value,post 1825,1826-1827,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,Donato alla raccolta statale berlinese nel 1826-1827 e quindi confluito negli Staatliche Museen zu Berlin - Antikensammlung nel 1830,Missing Value,Missing Value,Missing Value
DE 034,81.0,Germania,Potsdam,Friedrich Wilhelm Ternite,Missing Value,Missing Value,post 1825,1826-1827,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,Donata alla raccolta statale berlinese nel 1826-1827 e quindi confluita negli Staatliche Museen zu Berlin - Antikensammlung nel 1830,Missing Value,Missing Value,Missing Value
DE 035,82.0,Germania,Potsdam,Friedrich Wilhelm Ternite,Missing Value,Missing Value,post 1825,1826-1827,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,Donata alla raccolta statale berlinese nel 1826-1827 e quindi confluita negli Staatliche Museen zu Berlin - Antikensammlung nel 1830,Missing Value,Missing Value,Missing Value
DE 036,83.0,Germania,Potsdam,Friedrich Wilhelm Ternite,Missing Value,Missing Value,post 1825,1826-1827,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,Donato alla raccolta statale berlinese nel 1826-1827 e quindi confluito negli Staatliche Museen zu Berlin - Antikensammlung nel 1830,Missing Value,Missing Value,Missing Value
DE 037,84.0,Germania,Potsdam,Friedrich Wilhelm Ternite,Missing Value,Missing Value,post 1825,1826-1827,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,Donata alla raccolta statale berlinese nel 1826-1827 e quindi confluita negli Staatliche Museen zu Berlin - Antikensammlung nel 1830,Missing Value,Missing Value,Missing Value
DE 038,85.0,Germania,Potsdam,Friedrich Wilhelm Ternite,Missing Value,Missing Value,post 1825,1826-1827,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,Donato alla raccolta statale berlinese nel 1826-1827 e quindi confluito negli Staatliche Museen zu Berlin - Antikensammlung nel 1830,Missing Value,Missing Value,Missing Value
DE 039,86.0,Italia,Napoli,Ferdinando I di Borbone,Missing Value,Missing Value,1819,1825 (?),Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 039,87.0,Italia,Napoli,Francesco I di Borbone (?),Missing Value,Missing Value,1825 (?),post 1825 (?),Successione,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 039,88.0,Germania,Potsdam,Friedrich Wilhelm Ternite,Missing Value,Missing Value,post 1825,1826-1827,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Donato alla raccolta statale berlinese nel 1826-1827 e quindi confluito negli Staatliche Museen zu Berlin - Antikensammlung nel 1830,Missing Value,Missing Value,Missing Value
DE 040,89.0,Germania,Potsdam,Friedrich Wilhelm Ternite,Missing Value,Missing Value,post 1825,1826-1827,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,Donato alla raccolta statale berlinese nel 1826-1827 e quindi confluito negli Staatliche Museen zu Berlin - Antikensammlung nel 1830,Missing Value,Missing Value,Missing Value
DE 041,90.0,Germania,Potsdam,Johann Gottlob Samuel Rösel,Missing Value,Missing Value,1816-1817,1843,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 042,91.0,Germania,Potsdam,Johann Gottlob Samuel Rösel,Missing Value,Missing Value,1816-1817,1843,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 043,92.0,Germania,Potsdam,Johann Gottlob Samuel Rösel,Missing Value,Missing Value,1816-1817,1843,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 044,93.0,Germania,Potsdam,Johann Gottlob Samuel Rösel,Missing Value,Missing Value,1816-1817,1843,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 045,94.0,Germania,Potsdam,Johann Gottlob Samuel Rösel,Missing Value,Missing Value,1816-1817,1843,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 046,95.0,Germania,Potsdam,Johann Gottlob Samuel Rösel,Missing Value,Missing Value,1816-1817,1843,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 047,96.0,Germania,Potsdam,Johann Gottlob Samuel Rösel,Missing Value,Missing Value,1816-1817,1843,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 048,97.0,Germania,Potsdam,Johann Gottlob Samuel Rösel,Missing Value,Missing Value,1816-1817,1843,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 049,98.0,Germania,Potsdam,Johann Gottlob Samuel Rösel,Missing Value,Missing Value,1816-1817,1843,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 050,99.0,Germania,Potsdam,Johann Gottlob Samuel Rösel,Missing Value,Missing Value,1816-1817,1843,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 051,100.0,Germania,Potsdam,Johann Gottlob Samuel Rösel,Missing Value,Missing Value,1816-1817,1843,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 052,101.0,Germania,Potsdam,Johann Gottlob Samuel Rösel,Missing Value,Missing Value,1816-1817,1843,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 053,102.0,Germania,Potsdam,Johann Gottlob Samuel Rösel,Missing Value,Missing Value,1816-1817,1843,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 054,103.0,Germania,Potsdam,Johann Gottlob Samuel Rösel,Missing Value,Missing Value,1816-1817,1843,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 055,104.0,Germania,Potsdam,Johann Gottlob Samuel Rösel,Missing Value,Missing Value,1816-1817,1843,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 056,105.0,Germania,Potsdam,Johann Gottlob Samuel Rösel,Missing Value,Missing Value,1816-1817,1843,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 057,106.0,Germania,Potsdam,Johann Gottlob Samuel Rösel,Missing Value,Missing Value,1816-1817,1843,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 058,107.0,Germania,Potsdam,Johann Gottlob Samuel Rösel,Missing Value,Missing Value,1816-1817,1843,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 059,108.0,Germania,Berlino,Wilhelm Johann Karl Zahn,casa,Missing Value,1825 (?),1869,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 060,109.0,Germania,Berlino,Wilhelm Johann Karl Zahn,casa,Missing Value,1825 (?),1869,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 061,110.0,Germania,Berlino,Wilhelm Johann Karl Zahn,casa,Missing Value,1825 (?),1869,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 062,111.0,Germania,Berlino,Wilhelm Johann Karl Zahn,casa,Missing Value,1825 (?),1869,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 063,112.0,Germania,Berlino,Wilhelm Johann Karl Zahn,casa,Missing Value,1825 (?),1869,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 064,113.0,Germania,Berlino,Wilhelm Johann Karl Zahn,casa,Missing Value,1825 (?),1869,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 065,114.0,Germania,Berlino,Wilhelm Johann Karl Zahn,casa,Missing Value,1825 (?),1869,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 066,115.0,Germania,Berlino,Wilhelm Johann Karl Zahn,casa,Missing Value,1825 (?),1869,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 067,116.0,Germania,Berlino,Wilhelm Johann Karl Zahn,casa,Missing Value,1825 (?),1869,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 068,117.0,Germania,Berlino,Wilhelm Johann Karl Zahn,casa,Missing Value,1825 (?),1869,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 069,118.0,Italia,Roma,Jacob Ludwig Salomon Bartholdy (?),"Palazzo Zuccari - via Gregoriana, 28",Missing Value,1824 (?),1825,Acquisto,Italia,Napoli,Mercante,"Giuseppe De Crescenzo,
Raffaele Gargiulo,
Onofrio Pacileo","Dopo la morte di Jacob Ludwig Salomon Bartholdy nel 1825, il reperto sarebbe stato acquisito dalla raccolta statale berlinese in occasione della vendita dell'intero «Museo Bartoldiano» – organizzata dalla Legazione di Prussia nel Palazzo Zuccari a Roma –, post 4 giugno 1826, confluendo quindi negli Staatliche Museen zu Berlin - Antikensammlung nel 1830 ",Missing Value,Missing Value,Missing Value
DE 070,119.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Missing Value,ante 1802 (?),1802,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 070,120.0,Francia,Rueil-Malmaison,Napoleone Bonaparte,Château de Malmaison ,Missing Value,1802,1809,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Imbarcato a Napoli come parte del cadeau napoleonico da spedire in Francia, il manufatto giunse prima a Tolone il 23 ottobre 1802, poi a Parigi il 28 aprile 1803 e infine nel castello di Malmaison il 6 maggio 1803.

Divorzio di Napoleone Bonaparte con Giuseppina di Beauharnais nel 1809 ",Missing Value,Missing Value,Missing Value
DE 070,121.0,Francia,Rueil-Malmaison,Giuseppina di Beauharnais,Château de Malmaison ,1528,1802,1814,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Divorzio di Giuseppina di Beauharnais con Napoleone Bonaparte nel 1809.

Sulla scorta dell'inventario compilato da Marin-Alexandre Lenoir nel 1814, il reperto era in «une petite boëte longue en noyer»",Parigi AN,"Minutes et répertoires du notaire André Claude Noël, 27 août 1805 - 25 juin 1822 (étude LXVIII), Minutes de André Claude Noël, MC/ET/LXVIII/776","Inventaire après décès de l’impératrice Joséphine. 1814, 8 juin, 1814, p. 256, n. 1528 [da Ercolano, sic]"
DE 070,122.0,Francia,Rueil-Malmaison,Eugenio di Beauharnais (?) / Ortensia di Beauharnais (?),Château de Malmaison ,Missing Value,1814,1815,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 070,123.0,Francia,Parigi,Edme-Antoine Durand,Missing Value,Missing Value,1815,ante 1835,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 070,124.0,Francia,Parigi,James-Alexandre de Pourtalès-Gorgier,hôtel de Pourtalès - 7 rue Tronchet,1272,ante 1835,1855,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,"Prima di traslocare nel hôtel de Pourtalès (7 rue Tronchet - Parigi) fatto costruire nel 1837-1839, James-Alexandre de Pourtalès-Gorgier risiedeva nel hôtel de La Fare (14 place Vendôme - Parigi)",Parigi BnF - dEp,4-AA-217,"[Léon-Jean-Joseph Dubois], Antiquités et Curiosités, [1840], Bijoux & Substances précieuses. dans un Ecrin. n. 24"
DE 070,125.0,Francia,Parigi,Elisa-Caliste de Pourtalès-Gorgier; Henri de Pourtalès-Gorgier; Charles de Pourtalès-Gorgier; Jacques-Robert de Pourtalès-Gorgier; Edmond de Pourtalès-Gorgier,hôtel de Pourtalès - 7 rue Tronchet,1272,1855,1865,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Ancora esposto (assieme all'intera collezione) al hôtel de Pourtalès per dieci anni dopo la morte di James-Alexandre de Pourtalès-Gorgier – dal 1855 al 1865 –, in conformità del suo testamento.
Venduto all'asta al hôtel de Pourtalès (7 rue Tronchet - Parigi) il 23 febbraio 1865, insieme a DE 071",Missing Value,Missing Value,Missing Value
DE 071,126.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Missing Value,ante 1802 (?),1802,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 071,127.0,Francia,Rueil-Malmaison,Napoleone Bonaparte,Château de Malmaison ,Missing Value,1802,1809,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Imbarcato a Napoli come parte del cadeau napoleonico da spedire in Francia, il manufatto giunse prima a Tolone il 23 ottobre 1802, poi a Parigi il 28 aprile 1803 e infine nel castello di Malmaison il 6 maggio 1803.

Divorzio di Napoleone Bonaparte con Giuseppina di Beauharnais nel 1809 ",Missing Value,Missing Value,Missing Value
DE 071,128.0,Francia,Rueil-Malmaison,Giuseppina di Beauharnais,Château de Malmaison ,1528,1802,1814,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Divorzio di Giuseppina di Beauharnais con Napoleone Bonaparte nel 1809.

Sulla scorta dell'inventario compilato da Marin-Alexandre Lenoir nel 1814, il reperto era in «une petite boëte longue en noyer»",Parigi AN,"Minutes et répertoires du notaire André Claude Noël, 27 août 1805 - 25 juin 1822 (étude LXVIII), Minutes de André Claude Noël, MC/ET/LXVIII/776","Inventaire après décès de l’impératrice Joséphine. 1814, 8 juin, 1814, p. 256, n. 1528 [da Ercolano, sic]"
DE 071,129.0,Francia,Rueil-Malmaison,Eugenio di Beauharnais (?) / Ortensia di Beauharnais (?),Château de Malmaison ,Missing Value,1814,1815,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
DE 071,130.0,Francia,Parigi,Edme-Antoine Durand,Missing Value,Missing Value,1815,ante 1835,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
